Method  RMSE    STD
ShadowDerandomization	0.04086201783314758	0.0024168632463587554
ShadowBernstein	0.03320086065444484	0.004287430752830833
ShadowBernstein-truncated	0.03652583802708108	0.004184006110212673
Derandomization	0.03817936207984167	0.004547727924818322
RandomPaulis	0.08386182902629569	0.010383980859589347
AdaptivePaulis	0.04861884833110464	0.005410459343744111
AEQuO-inadaptive	1.297863937774331	0.0782570403296477
AEQuO-naive	0.05787532934311147	0.0072623501920069545
ShadowAdaptive	0.03343435248547811	0.003951965537283539
OverlappedGrouping	0.03661471255103965	0.004433914224121139
