Method  RMSE    STD
ShadowDerandomization	0.2556123738233531	0.02941392929297552
ShadowBernstein	0.255998368075446	0.02937845336518596
ShadowBernstein-truncated	0.25694764024938566	0.027602685075037645
Derandomization	0.529365788157535	0.05921650713928614
RandomPaulis	0.4267411244958924	0.05050651441093403
AdaptivePaulis	0.2774215133804783	0.03161014741515971
AEQuO-inadaptive	16.793553187053362	0.8013275589050997
AEQuO-naive	0.4280244737773753	0.05072952799116768
ShadowAdaptive	0.2746221891685179	0.03397223551123145
OverlappedGrouping	0.20502226199486215	0.022474837342912835
